Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
27,2016-06-19,1.36,6441.8,1760.0,128.46,0.0,4553.34,4526.67,26.67,0.0,organic,2016,Tampa
24,2017-07-16,2.4,14099.42,4163.34,5797.11,0.0,4138.97,4137.35,1.62,0.0,organic,2017,SanFrancisco
51,2016-01-03,1.07,4524219.73,96146.84,3588931.66,53765.74,785375.49,731458.46,52073.39,1843.64,conventional,2016,Northeast
32,2017-05-21,2.18,8942.44,274.75,237.52,9.12,8421.05,8421.05,0.0,0.0,organic,2017,HarrisburgScranton
42,2015-03-08,0.78,1166055.83,507328.95,517669.77,5321.52,135735.59,60498.92,75236.67,0.0,conventional,2015,Houston
34,2015-05-03,0.99,176737.77,79998.58,53621.15,15882.39,27235.65,16302.79,9726.39,1206.47,conventional,2015,Columbus
22,2015-07-26,1.28,500233.69,4299.27,393281.62,1957.86,100694.94,100466.86,228.08,0.0,conventional,2015,Boston
20,2015-08-09,1.66,13132.64,3946.7,4109.96,836.42,4239.56,4225.93,13.63,0.0,organic,2015,BaltimoreWashington
43,2017-03-05,1.45,220712.33,28613.88,65742.41,6.34,126349.7,89588.54,36761.16,0.0,organic,2017,California
21,2017-08-06,1.68,16059.55,572.57,3106.62,0.0,12380.36,10690.06,1690.3,0.0,organic,2017,Detroit
17,2016-08-28,2.06,6321.4,573.3,3403.23,22.57,2322.3,2289.1,33.2,0.0,organic,2016,Philadelphia
9,2016-10-23,1.43,139337.29,4248.0,62788.25,0.0,72301.04,19601.23,52699.81,0.0,organic,2016,GreatLakes
7,2017-11-12,1.23,81827.0,37876.0,2047.0,4630.0,37274.0,32441.0,4811.0,21.0,conventional,2017,Boise
9,2016-10-23,1.09,4477594.56,2043310.73,1016610.9,20588.09,1397084.84,1228547.91,140925.06,27611.87,conventional,2016,SouthCentral
11,2016-10-09,1.41,1360541.39,589475.12,416484.14,4681.14,349900.99,312195.29,30408.41,7297.29,conventional,2016,Plains
23,2017-07-23,1.38,361733.69,237300.29,33319.21,196.65,90917.54,48111.11,36664.21,6142.22,conventional,2017,Orlando
10,2017-10-22,1.43,11539.28,1240.6,10.63,0.0,10288.05,10281.38,6.67,0.0,organic,2017,Pittsburgh
40,2017-03-26,1.97,20770.15,1316.49,9686.16,333.08,9434.42,9418.09,16.33,0.0,organic,2017,BaltimoreWashington
3,2016-12-04,0.83,8502.78,242.52,2547.81,0.0,5712.45,77.78,5634.67,0.0,organic,2016,Nashville
28,2016-06-12,0.96,819664.78,179533.58,242834.17,19838.57,377458.46,91438.85,284376.91,1642.7,conventional,2016,Denver
4,2016-11-27,2.61,4143.89,1531.72,2161.72,2.66,447.79,432.62,15.17,0.0,organic,2016,Sacramento
17,2016-08-28,2.24,18871.59,5595.5,12638.28,31.08,606.73,532.98,73.75,0.0,organic,2016,Seattle
8,2016-10-30,1.73,667.95,4.91,57.64,0.0,605.4,605.4,0.0,0.0,organic,2016,Syracuse
50,2017-01-15,1.44,975724.28,121132.79,280287.84,8750.08,565553.57,400292.46,165261.11,0.0,organic,2017,TotalUS
19,2017-08-20,1.41,123267.26,28139.26,35074.05,64.13,59989.82,52792.92,5474.94,1721.96,conventional,2017,Roanoke
9,2015-10-25,1.11,1411354.54,559720.23,583990.89,15616.99,252026.43,237398.61,13346.37,1281.45,conventional,2015,Plains
1,2015-12-20,1.15,238950.84,146376.83,23810.77,33.84,68729.4,50715.84,18013.56,0.0,conventional,2015,Tampa
42,2015-03-08,1.55,4836.49,1044.52,3523.26,1.82,266.89,0.0,266.89,0.0,organic,2015,Spokane
22,2016-07-24,1.91,11619.75,2682.63,6193.26,0.0,2743.86,1668.45,1075.41,0.0,organic,2016,Atlanta
21,2015-08-02,1.59,27490.93,614.02,26526.91,0.0,350.0,350.0,0.0,0.0,organic,2015,Chicago
25,2015-07-05,0.95,482088.56,282433.1,71003.58,163.96,128487.92,91543.31,36939.3,5.31,conventional,2015,Tampa
45,2015-02-15,1.06,41567.62,986.66,30045.51,222.42,10313.03,9979.87,333.16,0.0,conventional,2015,Albany
11,2015-10-11,0.94,88580.07,11289.75,56878.37,1932.9,18479.05,18479.05,0.0,0.0,conventional,2015,Spokane
17,2016-08-28,2.02,8132.79,2503.68,2823.44,0.0,2805.67,411.15,2394.52,0.0,organic,2016,LasVegas
3,2016-12-04,1.0,31621221.9,11043350.9,9908982.97,428009.84,10240878.19,7187022.58,2988504.98,65350.63,conventional,2016,TotalUS
13,2015-09-27,1.07,553307.04,5210.84,463079.81,289.49,84726.9,82123.56,2603.34,0.0,conventional,2015,Boston
41,2016-03-13,0.96,6017563.88,1750943.52,1855262.7,317337.27,2094020.39,1888085.99,186807.69,19126.71,conventional,2016,California
26,2016-06-26,0.8,1028845.61,558419.63,101284.45,23127.35,346014.18,243993.8,95170.94,6849.44,conventional,2016,WestTexNewMexico
28,2016-06-12,1.12,186723.32,19442.51,89225.97,19115.07,58939.77,39160.04,13630.94,6148.79,conventional,2016,Indianapolis
5,2016-11-20,1.6,566160.06,51078.68,309529.29,13095.11,192456.98,189672.97,1882.62,901.39,conventional,2016,BaltimoreWashington
26,2016-06-26,0.89,6046264.46,3148031.62,995499.7,425639.83,1477093.31,1226901.91,190503.41,59687.99,conventional,2016,SouthCentral
48,2017-01-29,1.18,259671.38,87900.17,104490.09,3433.47,63847.65,62577.62,929.75,340.28,conventional,2017,RichmondNorfolk
13,2016-09-25,1.53,8814.22,1032.78,128.66,0.0,7652.78,7151.55,501.23,0.0,organic,2016,Pittsburgh
38,2015-04-05,1.01,2603114.56,1753452.57,490701.38,73965.36,284995.25,245998.59,36929.22,2067.44,conventional,2015,LosAngeles
13,2016-09-25,1.26,158194.1,58289.9,21092.67,145.41,78666.12,29683.13,48982.99,0.0,conventional,2016,Jacksonville
33,2017-05-14,1.36,3560841.76,1996527.25,387915.89,8542.18,1167856.44,781111.52,343498.72,43246.2,conventional,2017,Southeast
30,2015-05-31,0.93,5874982.36,3094129.71,1835735.0,129139.05,815978.6,665541.84,150400.52,36.24,conventional,2015,West
33,2015-05-10,1.03,10726.99,348.51,6066.03,560.45,3752.0,1193.33,2558.67,0.0,organic,2015,RichmondNorfolk
19,2015-08-16,1.75,644689.71,150876.8,310229.77,6215.26,177367.88,107593.62,69774.26,0.0,organic,2015,TotalUS
7,2017-11-12,1.82,131020.52,2436.31,32888.12,627.22,95065.94,89571.58,5494.36,0.0,organic,2017,Midsouth
19,2017-08-20,1.23,211279.9,93230.93,20982.37,988.74,96077.86,88136.74,7448.32,492.8,conventional,2017,Columbus
27,2015-06-21,1.66,638192.89,202071.06,304368.47,6264.36,125489.0,76906.18,48582.82,0.0,organic,2015,TotalUS
27,2015-06-21,1.4,54782.92,36431.79,6686.54,0.0,11664.59,11426.87,237.72,0.0,organic,2015,SouthCentral
50,2017-01-15,0.98,38295488.31,12936858.36,12625665.39,579346.52,12153618.04,9445622.04,2638918.48,69077.52,conventional,2017,TotalUS
21,2017-08-06,1.03,5882728.51,3063985.05,1282288.49,18165.44,1518289.53,1037654.15,457240.12,23395.26,conventional,2017,SouthCentral
10,2015-10-18,1.6,75238.38,9125.57,50799.97,0.0,15312.84,6138.54,9174.3,0.0,organic,2015,GreatLakes
9,2018-01-21,1.13,4022549.75,834676.76,1528592.15,23691.17,1635589.67,1400848.71,232308.25,2432.71,conventional,2018,Midsouth
27,2016-06-19,1.9,116678.91,4676.97,25454.23,332.09,86215.62,75420.09,10795.53,0.0,organic,2016,Northeast
14,2015-09-20,1.36,25808.98,6109.72,3509.31,13.7,16176.25,356.67,15819.58,0.0,organic,2015,Denver
45,2015-02-15,1.14,61221.98,41547.87,7840.31,6492.94,5340.86,3647.52,1693.34,0.0,conventional,2015,Boise
35,2015-04-26,1.03,125507.76,75842.24,37729.4,268.3,11667.82,1966.49,9701.33,0.0,organic,2015,Denver
38,2015-04-05,0.95,5929718.67,3132031.4,2022524.08,93055.21,682107.98,544939.22,135414.81,1753.95,conventional,2015,West
50,2016-01-10,1.06,3310201.06,503914.83,1753942.06,352247.15,700097.02,488806.3,185907.38,25383.34,conventional,2016,GreatLakes
47,2015-02-01,0.97,135656.36,35897.25,84741.31,2704.69,12313.11,12276.59,36.52,0.0,conventional,2015,Spokane
42,2017-03-12,0.83,17118.8,656.68,3678.24,0.0,12783.88,2148.56,10635.32,0.0,organic,2017,Columbus
8,2016-10-30,1.0,6655.57,800.43,637.41,0.0,5217.73,420.0,4797.73,0.0,organic,2016,StLouis
22,2015-07-26,1.15,9173.77,385.32,5220.51,0.0,3567.94,576.19,2991.75,0.0,organic,2015,Nashville
28,2015-06-14,1.91,1365.23,1.24,163.78,0.0,1200.21,1200.21,0.0,0.0,organic,2015,Syracuse
20,2017-08-13,1.41,8976.09,139.95,1290.13,0.0,7523.68,5339.72,2183.96,0.0,organic,2017,Indianapolis
39,2017-04-02,1.79,632537.9,180896.63,358599.04,5732.43,87309.8,85552.16,67.78,1689.86,conventional,2017,SanFrancisco
26,2015-06-28,1.53,41116.32,7314.21,33780.38,21.73,0.0,0.0,0.0,0.0,organic,2015,Portland
7,2018-02-04,0.96,5286412.87,1259113.31,1697962.55,30102.36,2299234.65,2012145.29,280722.16,6367.2,conventional,2018,Midsouth
21,2017-08-06,1.54,8077.28,71.27,2677.74,0.0,5328.27,2337.43,2990.84,0.0,organic,2017,Nashville
6,2016-11-13,1.18,4864099.95,1740717.89,1032253.37,107496.5,1983632.19,1238998.31,742515.09,2118.79,conventional,2016,West
44,2016-02-21,1.87,5950.64,150.33,264.13,23.92,5512.26,1915.54,3596.72,0.0,organic,2016,HarrisburgScranton
7,2016-11-06,1.74,13748.96,11564.81,1279.38,24.27,880.5,2.57,877.93,0.0,organic,2016,Denver
0,2017-12-31,1.16,5828.21,1.27,755.49,0.0,5071.45,3623.32,1448.13,0.0,organic,2017,Louisville
14,2015-09-20,1.96,6799.27,30.44,656.38,0.0,6112.45,6112.45,0.0,0.0,organic,2015,NorthernNewEngland
13,2016-09-25,1.63,224391.93,42274.18,125999.46,127.05,55991.24,55353.12,628.12,10.0,conventional,2016,HartfordSpringfield
40,2016-03-20,0.95,1938247.08,793583.9,691374.76,33666.72,419621.7,367140.06,50899.37,1582.27,conventional,2016,Plains
29,2016-06-05,1.31,66438.8,15346.73,12348.32,498.96,38244.79,29937.29,8307.5,0.0,organic,2016,Southeast
50,2016-01-10,1.41,8480.1,1630.03,3858.64,0.0,2991.43,2984.97,6.46,0.0,organic,2016,LasVegas
26,2017-07-02,1.07,3507155.74,1521073.33,497356.53,104452.24,1384273.64,1337890.74,411.72,45971.18,conventional,2017,LosAngeles
26,2017-07-02,0.92,6675892.1,3159081.46,1239433.34,25461.72,2251915.58,1790494.11,457729.03,3692.44,conventional,2017,SouthCentral
49,2015-01-18,1.86,4294.01,2138.51,989.4,0.0,1166.1,1019.34,146.76,0.0,organic,2015,Atlanta
0,2016-12-25,1.62,2583.94,114.51,1052.73,0.0,1416.7,1027.03,389.67,0.0,organic,2016,Indianapolis
43,2017-03-05,1.01,20701.89,2110.61,5897.56,0.0,12693.72,12277.2,416.52,0.0,organic,2017,LasVegas
41,2015-03-15,1.89,4860.39,1974.44,2783.78,0.0,102.17,66.67,35.5,0.0,organic,2015,LasVegas
51,2016-01-03,1.43,122089.29,18211.06,66433.31,0.0,37444.92,30530.14,6914.78,0.0,organic,2016,California
52,2017-01-01,1.81,5342.85,956.73,2862.95,0.0,1523.17,5.55,1517.62,0.0,organic,2017,Atlanta
27,2016-06-19,1.23,49843.09,7923.86,26690.89,18.5,15209.84,1979.12,13230.72,0.0,organic,2016,Portland
29,2016-06-05,1.05,20914.8,9052.29,84.02,0.0,11778.49,9907.74,1870.75,0.0,organic,2016,Houston
11,2016-10-09,1.51,15218.52,562.56,9696.37,0.0,4959.59,625.18,4334.41,0.0,organic,2016,CincinnatiDayton
45,2016-02-14,1.28,9595.71,1481.93,3314.57,0.0,4799.21,3443.29,1355.92,0.0,organic,2016,LasVegas
18,2015-08-23,1.59,610212.92,129106.61,380934.57,27089.79,73081.95,72131.45,950.5,0.0,conventional,2015,SanFrancisco
0,2018-03-25,1.37,698961.15,474642.82,53923.97,2049.21,168345.15,106478.51,61776.64,90.0,conventional,2018,MiamiFtLauderdale
13,2016-09-25,1.55,137599.07,2757.72,75047.32,4714.89,55079.14,47569.38,7490.85,18.91,conventional,2016,GrandRapids
23,2015-07-19,1.92,5058.93,1717.89,3137.14,0.0,203.9,23.99,179.91,0.0,organic,2015,LasVegas
51,2016-01-03,1.03,319228.46,195469.55,64802.02,10726.18,48230.71,39155.81,9074.9,0.0,conventional,2016,SouthCarolina
15,2015-09-13,2.02,6405.75,1364.77,4883.81,0.0,157.17,157.17,0.0,0.0,organic,2015,Sacramento
47,2015-02-01,1.68,2109.19,762.21,20.31,0.0,1326.67,1326.67,0.0,0.0,organic,2015,Tampa
37,2015-04-12,1.71,1742.87,0.0,47.91,0.0,1694.96,1694.96,0.0,0.0,organic,2015,Syracuse
1,2015-12-20,1.05,2044020.93,446433.13,1024405.09,96387.48,476795.23,434534.42,38523.1,3737.71,conventional,2015,Midsouth
28,2016-06-12,1.76,4612.16,381.97,2418.0,726.75,1085.44,1082.11,3.33,0.0,organic,2016,Charlotte
14,2015-09-20,2.08,3252.5,1870.05,47.91,0.0,1334.54,1334.54,0.0,0.0,organic,2015,Orlando
6,2015-11-15,0.99,775848.72,165884.02,517366.37,27969.25,64629.08,63811.01,780.0,38.07,conventional,2015,SanFrancisco
19,2016-08-14,1.67,116220.19,6686.26,68598.93,6.35,40928.65,14160.18,26768.47,0.0,organic,2016,GreatLakes
12,2016-10-02,1.83,509215.79,37926.13,311085.71,90495.41,69708.54,58004.41,530.52,11173.61,conventional,2016,Chicago
19,2017-08-20,1.13,7502.05,23.42,35.82,0.0,7442.81,7421.38,21.43,0.0,organic,2017,GrandRapids
36,2017-04-23,1.71,134773.11,3619.94,81050.43,9.87,50092.87,35704.48,14388.39,0.0,organic,2017,GreatLakes
39,2015-03-29,1.36,1183815.23,21780.45,882071.76,1812.92,278150.1,216859.46,61290.64,0.0,conventional,2015,NewYork
12,2016-10-02,1.48,178410.82,46364.75,52893.38,16736.92,62415.77,53332.61,8258.16,825.0,conventional,2016,Charlotte
27,2015-06-21,1.75,38093.47,8727.72,29192.23,91.29,82.23,0.0,82.23,0.0,organic,2015,Seattle
2,2017-12-17,1.08,124002.08,29951.42,31312.81,85.19,62652.66,56079.52,6554.89,18.25,conventional,2017,Roanoke
14,2016-09-18,1.46,24816.08,4166.39,3430.99,0.0,17218.7,9866.38,7352.32,0.0,organic,2016,Portland
39,2015-03-29,1.88,5076.62,2016.24,2847.3,0.0,213.08,40.41,172.67,0.0,organic,2015,Atlanta
47,2015-02-01,0.74,4031949.04,2770656.27,854673.24,64439.7,342179.83,308754.64,31108.07,2317.12,conventional,2015,LosAngeles
36,2015-04-19,1.76,36734.87,9788.52,24647.6,72.91,2225.84,0.0,2225.84,0.0,organic,2015,Seattle
15,2016-09-11,1.5,140233.78,2524.78,45647.58,2429.03,89632.39,55646.68,33985.71,0.0,organic,2016,Midsouth
13,2016-09-25,1.14,151978.88,70129.37,37333.99,2426.04,42089.48,41377.97,711.51,0.0,conventional,2016,Columbus
14,2015-09-20,1.74,4181.32,424.12,3661.34,0.0,95.86,13.33,82.53,0.0,organic,2015,Nashville
42,2015-03-08,1.83,8433.78,517.12,6512.03,0.0,1404.63,1140.0,264.63,0.0,organic,2015,Detroit
42,2016-03-06,1.54,4091.44,240.75,2554.83,209.61,1086.25,1079.58,6.67,0.0,organic,2016,RichmondNorfolk
2,2017-12-17,1.01,141895.38,66813.07,29425.92,2193.61,43462.78,30505.58,12957.2,0.0,conventional,2017,Pittsburgh
35,2016-04-24,1.04,117010.57,11729.01,31942.24,0.0,73339.32,73262.37,76.95,0.0,organic,2016,LosAngeles
4,2017-12-03,1.35,550215.0,358080.0,50526.0,9947.0,131661.0,75459.0,56202.0,0.0,conventional,2017,MiamiFtLauderdale
23,2016-07-17,1.45,71665.65,15952.32,12582.02,1043.27,42088.04,27168.06,14919.98,0.0,organic,2016,Southeast
17,2015-08-30,1.2,179026.88,33511.97,41700.97,38130.29,65683.65,63371.06,2312.59,0.0,conventional,2015,Charlotte
32,2017-05-21,1.38,363333.32,163512.19,72321.42,2900.6,124599.11,91713.47,27830.64,5055.0,conventional,2017,SouthCarolina
12,2017-10-08,1.34,328829.92,207980.89,24630.11,31.1,96187.82,82449.13,13738.69,0.0,conventional,2017,NewOrleansMobile
48,2016-01-24,1.73,7361.79,1130.66,5939.57,0.0,291.56,291.56,0.0,0.0,organic,2016,Sacramento
43,2015-03-01,1.07,230913.14,28899.98,134019.55,614.07,67379.54,65870.9,1508.64,0.0,conventional,2015,HarrisburgScranton
14,2016-09-18,1.52,8239.74,58.18,3901.06,0.0,4280.5,1893.28,2387.22,0.0,organic,2016,Roanoke
8,2016-10-30,1.26,408314.87,162367.8,69366.17,160.28,176420.62,94305.34,82115.28,0.0,conventional,2016,Atlanta
3,2018-03-04,1.12,5054856.62,2956740.05,410652.92,18500.63,1668963.02,1016239.81,640717.65,12005.56,conventional,2018,Southeast
21,2017-08-06,1.74,11964.74,205.93,3665.23,135.34,7958.24,7694.74,263.5,0.0,organic,2017,SouthCarolina
39,2017-04-02,1.5,10286.24,502.88,5423.91,218.18,4141.27,964.96,3176.31,0.0,organic,2017,SouthCarolina
1,2016-12-18,0.99,216881.3,2279.61,100542.31,1472.39,112586.99,23082.87,89485.68,18.44,conventional,2016,CincinnatiDayton
9,2018-01-21,1.04,7053820.12,2218365.17,1811849.78,106001.28,2917603.89,1196963.03,1707643.76,12997.1,conventional,2018,West
12,2015-10-04,1.31,61007.1,2268.32,49880.67,101.36,8756.75,8379.98,376.77,0.0,conventional,2015,Albany
45,2015-02-15,1.46,7783.29,1449.86,5216.4,0.0,1117.03,700.0,417.03,0.0,organic,2015,Atlanta
45,2017-02-19,0.57,38386.57,822.08,5987.89,0.0,31576.6,1150.99,30425.61,0.0,organic,2017,Detroit
4,2016-11-27,1.45,391257.01,4243.2,317090.39,3069.37,66854.05,66399.33,31.11,423.61,conventional,2016,Boston
24,2016-07-10,1.08,389300.41,168421.0,87043.24,21153.33,112682.84,89946.17,22731.67,5.0,conventional,2016,SouthCarolina
42,2016-03-06,1.17,14320.97,7377.36,60.41,0.0,6883.2,6085.81,797.39,0.0,organic,2016,Houston
3,2017-12-10,1.18,156410.57,59840.03,6577.15,153.25,89840.14,61719.51,28120.63,0.0,conventional,2017,StLouis
7,2015-11-08,1.14,55351.03,37447.75,9325.92,36.0,8541.36,500.0,8041.36,0.0,organic,2015,Denver
42,2017-03-12,1.8,620908.22,173434.03,354307.59,7050.37,86116.23,82363.32,407.28,3345.63,conventional,2017,SanFrancisco
2,2017-12-17,1.58,34581.64,1256.76,7053.3,50.28,26221.3,26217.97,3.33,0.0,organic,2017,BaltimoreWashington
31,2015-05-24,1.26,403793.79,110289.47,232223.44,12830.34,48450.54,48450.54,0.0,0.0,conventional,2015,Sacramento
40,2016-03-20,1.23,79411.38,27908.44,6978.58,11.26,44513.1,35287.48,9225.62,0.0,organic,2016,SouthCentral
3,2016-12-04,1.0,594246.5,109778.14,143749.16,11803.23,328915.97,325918.13,2557.73,440.11,conventional,2016,Portland
36,2015-04-19,1.39,66454.5,44632.62,5565.23,31.07,16225.58,15914.33,311.25,0.0,organic,2015,SouthCentral
1,2016-12-18,1.45,3202.84,110.89,1166.65,0.0,1925.3,704.82,1220.48,0.0,organic,2016,Indianapolis
24,2016-07-10,1.35,10013.26,728.76,5646.02,0.0,3638.48,137.63,3500.85,0.0,organic,2016,Nashville
50,2017-01-15,1.62,6291.29,1129.49,3582.5,0.0,1579.3,0.0,1579.3,0.0,organic,2017,Atlanta
29,2017-06-11,1.21,92547.42,40250.67,2998.49,8103.35,41194.91,41167.77,19.07,8.07,conventional,2017,Boise
17,2016-08-28,0.84,5775721.7,3166009.65,1144644.7,17935.73,1447131.62,1259357.5,142470.58,45303.54,conventional,2016,SouthCentral
15,2016-09-11,1.43,135309.51,5698.83,68041.16,0.0,61569.52,16797.32,44772.2,0.0,organic,2016,GreatLakes
52,2017-01-01,1.62,4920.41,584.97,2230.14,209.54,1895.76,1895.76,0.0,0.0,organic,2017,RichmondNorfolk
13,2016-09-25,1.07,598623.24,334016.4,61710.24,14663.85,188232.75,117476.89,70580.86,175.0,conventional,2016,WestTexNewMexico
24,2017-07-16,2.33,28189.28,3130.81,8104.86,5.04,16948.57,275.55,16673.02,0.0,organic,2017,Portland
39,2015-03-29,1.07,412639.2,2452.76,372165.06,57.27,37964.11,37036.33,927.78,0.0,conventional,2015,NorthernNewEngland
13,2016-09-25,2.35,21280.92,1004.39,17080.28,0.0,3196.25,3172.92,23.33,0.0,organic,2016,SanFrancisco
28,2016-06-12,1.3,10239.17,574.02,5539.61,40.44,4085.1,682.57,3402.53,0.0,organic,2016,Columbus
46,2016-02-07,0.85,4865296.26,652666.36,2644419.02,704466.56,863744.32,516542.03,238503.11,108699.18,conventional,2016,GreatLakes
16,2017-09-10,1.22,4926555.69,2756276.03,771799.51,12730.06,1385750.09,1011681.68,365700.82,8367.59,conventional,2017,SouthCentral
42,2015-03-08,1.25,159386.69,29980.15,39244.64,36249.61,53912.29,52537.96,1374.33,0.0,conventional,2015,Charlotte
14,2017-09-24,1.91,28280.43,17784.07,43.62,0.0,10452.74,10449.41,3.33,0.0,organic,2017,Houston
30,2015-05-31,1.19,194630.86,45688.14,43259.91,44529.73,61153.08,58990.8,2162.28,0.0,conventional,2015,Charlotte
2,2016-12-11,1.08,1468901.87,724148.87,330240.87,3599.85,410912.28,382366.52,24588.8,3956.96,conventional,2016,Plains
11,2016-10-09,1.3,125599.65,49980.28,19770.43,125.39,55723.55,39013.44,16710.11,0.0,conventional,2016,StLouis
17,2015-08-30,1.11,61176.91,31274.84,16651.71,3820.56,9429.8,9427.72,2.08,0.0,conventional,2015,Spokane
46,2016-02-07,0.78,394461.41,145746.61,168148.89,11393.01,69172.9,65402.67,3770.23,0.0,conventional,2016,RichmondNorfolk
13,2015-09-27,1.48,12224.81,8224.68,303.47,0.0,3696.66,3696.66,0.0,0.0,organic,2015,DallasFtWorth
22,2015-07-26,1.85,6775.02,3052.48,3504.8,0.0,217.74,16.67,201.07,0.0,organic,2015,LasVegas
24,2016-07-10,1.43,20997.51,2752.28,8317.59,0.0,9927.64,9927.64,0.0,0.0,organic,2016,SanDiego
22,2017-07-30,1.62,20300.0,7498.76,747.2,0.0,12054.04,12034.04,20.0,0.0,organic,2017,DallasFtWorth
32,2016-05-15,0.87,165733.74,1504.36,113018.31,2930.76,48280.31,16500.86,31690.56,88.89,conventional,2016,Pittsburgh
13,2016-09-25,1.5,3382.35,147.67,0.0,0.0,3234.68,2107.71,1126.97,0.0,organic,2016,NewOrleansMobile
38,2015-04-05,0.57,1320320.85,1058164.41,172115.69,7128.12,82912.63,49271.61,33641.02,0.0,conventional,2015,PhoenixTucson
0,2015-12-27,1.1,1306923.23,571602.6,404837.9,25188.57,305294.16,279127.08,24838.63,1328.45,conventional,2015,Plains
37,2015-04-12,1.59,61024.8,8715.25,48802.16,45.41,3461.98,2.52,3459.46,0.0,organic,2015,Seattle
21,2015-08-02,1.14,501106.6,193728.54,217474.07,20132.68,69771.31,69761.93,7.32,2.06,conventional,2015,Portland
2,2015-12-13,1.43,12224.14,6036.65,389.17,0.0,5798.32,5798.32,0.0,0.0,organic,2015,DallasFtWorth
26,2017-07-02,1.31,2223310.81,801224.73,664924.43,28132.18,729029.47,707685.17,6808.01,14536.29,conventional,2017,Plains
3,2017-12-10,1.8,10964.1,1884.55,1989.33,0.0,7090.22,7076.98,13.24,0.0,organic,2017,PhoenixTucson
3,2018-03-04,1.43,18968.96,659.11,396.33,20.94,17892.58,17889.25,3.33,0.0,organic,2018,HarrisburgScranton
30,2015-05-31,1.26,600377.94,127747.5,365471.2,18725.02,88434.22,52816.05,35618.17,0.0,conventional,2015,Denver
26,2015-06-28,1.4,6163.88,136.01,3651.1,493.2,1883.57,776.67,1106.9,0.0,organic,2015,RichmondNorfolk
26,2015-06-28,1.36,137246.7,1235.69,51801.73,5397.32,78811.96,78749.74,62.22,0.0,conventional,2015,BuffaloRochester
25,2016-07-03,0.91,6494533.3,3114586.75,1226469.49,522836.75,1630640.31,1398829.45,124715.63,107095.23,conventional,2016,SouthCentral
21,2016-07-31,2.27,9953.15,2964.22,3659.42,0.0,3329.51,420.58,2908.93,0.0,organic,2016,LasVegas
48,2015-01-25,1.33,22502.5,4271.13,8412.17,584.78,9234.42,1202.57,8031.85,0.0,organic,2015,Denver
2,2017-12-17,1.58,5609.58,65.61,564.27,0.0,4979.7,4912.21,67.49,0.0,organic,2017,Tampa
37,2017-04-16,1.59,85609.54,5166.93,24157.5,1783.22,54501.89,29033.98,25467.91,0.0,organic,2017,Plains
0,2018-03-25,0.7,9010588.32,3999735.71,966589.5,30130.82,4014132.29,3398569.92,546409.74,69152.63,conventional,2018,SouthCentral
4,2015-11-29,1.05,651638.6,102783.08,462966.47,31195.04,54694.01,53992.69,647.78,53.54,conventional,2015,SanFrancisco
9,2015-10-25,1.62,2147.79,227.83,1202.07,0.0,717.89,446.67,271.22,0.0,organic,2015,Indianapolis
35,2017-04-30,1.66,13924.31,243.48,4877.17,0.0,8803.66,882.46,7921.2,0.0,organic,2017,CincinnatiDayton
12,2015-10-04,1.28,8186.26,14.4,647.58,0.0,7524.28,7524.28,0.0,0.0,organic,2015,Boston
21,2015-08-02,1.24,179321.9,30200.32,48686.77,39734.9,60699.91,58627.67,2072.24,0.0,conventional,2015,Charlotte
47,2017-02-05,1.7,1112.77,54.67,688.31,0.0,369.79,369.79,0.0,0.0,organic,2017,GrandRapids
8,2018-01-28,1.27,158637.92,8099.96,76070.49,96.23,74371.24,12060.74,62156.06,154.44,conventional,2018,BuffaloRochester
1,2016-12-18,0.96,29583882.61,9394065.91,10339168.2,427872.42,9422776.08,6970320.34,2358443.96,94011.78,conventional,2016,TotalUS
47,2015-02-01,1.77,1427.11,760.33,74.32,0.0,592.46,585.38,7.08,0.0,organic,2015,Pittsburgh
14,2017-09-24,1.42,3627.18,56.82,95.31,0.0,3475.05,3475.05,0.0,0.0,organic,2017,Albany
7,2018-02-04,0.98,853642.9,564685.19,79267.58,1096.9,208593.23,91618.58,116804.65,170.0,conventional,2018,Tampa
11,2016-10-09,2.39,5634.61,1178.65,4135.76,0.0,320.2,320.2,0.0,0.0,organic,2016,Sacramento
4,2015-11-29,1.32,213631.54,3572.7,172790.41,169.1,37099.33,36423.45,675.88,0.0,conventional,2015,HartfordSpringfield
21,2015-08-02,2.04,26756.69,8531.33,14816.24,55.81,3353.31,0.0,3353.31,0.0,organic,2015,Seattle
45,2016-02-14,1.0,803120.71,45558.04,501188.76,131202.78,125171.13,106296.76,18322.72,551.65,conventional,2016,Chicago
48,2016-01-24,1.36,154438.32,13658.82,86743.65,0.0,54035.85,17413.71,36622.14,0.0,organic,2016,California
44,2016-02-21,1.21,1315177.5,15028.05,930110.1,3071.33,366968.02,323061.15,43906.87,0.0,conventional,2016,NewYork
11,2017-10-15,1.84,174355.0,2928.11,35554.07,556.45,135316.37,127686.14,7630.23,0.0,organic,2017,Midsouth
11,2017-10-15,2.09,19027.31,10237.78,8211.76,0.0,577.77,577.77,0.0,0.0,organic,2017,SanFrancisco
26,2017-07-02,1.13,156098.42,29008.07,44059.61,88.93,82941.81,75455.52,4063.51,3422.78,conventional,2017,Roanoke
18,2017-08-27,1.89,9333.46,120.56,2952.01,0.0,6260.89,3247.47,3013.42,0.0,organic,2017,Nashville
